Realm Name	Export Time	PMktPrice Date	Reserved	Item ID	Item Name	AH MarketPrice Coppers	AH Quantity	AH MarketPrice	AH MinimumPrice	14-day Median Market Price	Median Market Price StdDev	14-day Todays PMktPrice	PMktPrice StdDev	Daily Price Change	Avg Daily Posted	Avg Estimated Daily Sold	Estimated Demand
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1263	Brain Hacker	12999895	6	1299.9895	1299.9895	2498.38	508.93	1697.53	332.02	-0.0345	7.21	0.07	0.0097
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1265	Scorpion Sting	8919996	5	891.9996	891.9996	899	9690.15	669.75	7439.95	-0.1664	5.79	0.07	0.0121
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1280	Cloaked Hood	0	0	0	0	200000	0	200000	0	0	0.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1288	Large Venom Sac	1739	3	0.174	0.174	0.07	0.03	0.05	0.02	-0.0463	47.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1297	Robes of the Shadowcaster	33783975	1	3378.3976	3378.3976	3198.89	161.83	3384.74	106.38	0.0091	2.71	0.5	0.1845
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1314	Ghoul Fingers	1378410000	2	137841	137841	189851.97	43025.68	119791.33	13223.57	-0.052	2.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1315	Lei of Lilies	12897795	4	1289.7795	1289.7795	1305.11	191.51	1423.11	148.72	0.0201	6.57	0.14	0.0213
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1318	Night Reaver	43801165	1	4380.1165	4380.1165	1800	198.64	2018.92	166.14	0.0155	7.86	0.36	0.0458
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1351	Fingerbone Bracers	46586394	4	4658.6394	4658.6394	4424.27	310.6	4812.16	87.46	0.0152	3.86	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1355	Buckskin Cape	7704827970	1	770482.797	770482.797	421120.47	137116.35	648155.34	28396.17	0.0753	1.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1357	Captain Sanders' Treasure Map	56844180	2	5684.4181	5684.4181	4128.93	1085.8	4822.92	1069.24	0.0141	3.29	0.29	0.0881
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1384	Dull Blade	0	0	0	0	2000	0	2000	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1391	Riverpaw Mystic Staff	42373657	3	4237.3657	4237.3657	4282.65	20.5	4246.4	8.8	-0.001	10.21	0.29	0.0284
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1395	Apprentice's Pants	7629995	1	762.9996	762.9996	765	1.58	762.14	0.43	-0.0005	9.07	0.07	0.0077
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1396	Acolyte's Pants	6889998	3	688.9998	688.9998	696	3.11	689.91	0.51	-0.001	9.71	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1405	Foamspittle Staff	36385147	6	3638.5147	3638.5147	5048.3	924.38	3355.78	142.82	-0.0447	7.21	0.29	0.0402
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1411	Withered Staff	0	0	0	0	9	0	9	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1413	Feeble Sword	0	0	0	0	100	80.87	97.14	83.97	-0.0138	3.93	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1422	Worn Leather Gloves	0	0	0	0	3	0	3	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1429	Patchwork Cloak	1000000	1	100	100	200	0	200	0	0	0.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1430	Patchwork Gloves	0	0	0	0	95	50.35	126.67	15.04	0.3583	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1433	Patchwork Armor	1432311	1	143.2311	143.2311	143.23	0	143.23	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1443	Jeweled Amulet of Cainwyn	0	0	0	0	2588.15	585.66	2035.62	539.93	-0.0229	1.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1446	Blackrock Boots	1009591512	2	100959.1513	100959.1513	95578.59	34558.36	119677.12	22751.7	0.0626	3.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1447	Ring of Saviors	9249996	4	924.9996	924.9996	725	755.3	1328	711.02	0.0484	4.43	0.29	0.0655
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1448	Blackrock Gauntlets	198644095	2	19864.4095	19864.4095	15072.41	2315.24	17903.56	928.24	0.0327	3.93	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1454	Axe of the Enforcer	162459398	2	16245.9398	16245.9398	16265.29	13.92	16241.57	1.63	-0.0002	5.71	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1462	Ring of the Shadow	32469996	2	3246.9997	3246.9997	3248	0.73	3247.13	0.53	0	5.86	0.21	0.0358
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1465	Tigerbane	223998	8	22.3998	22.3998	16	20.51	2.37	11.29	-0.1418	9.29	0.5	0.0538
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1468	Murloc Fin	150	231	0.015	0.0095	0.01	0.05	0	0.04	-0.1734	98.43	8.36	0.0849
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1470	Murloc Skin Bag	0	0	0	0	14.55	13.65	6.88	12.96	-0.0803	2	0.07	0.035
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1475	Small Venom Sac	0	0	0	0	4	2.1	6.67	1.62	0.1439	1.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1476	Snapped Spider Limb	0	0	0	0	3368.1	0	3368.1	0	0	0.71	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1477	Scroll of Agility II	9402	19	0.9402	0.94	0.2	24.39	26.86	21.23	0.2538	19.21	1.29	0.0672
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1481	Grimclaw	282870908	4	28287.0908	28287.0908	18050	4071.95	17385.91	3722.6	-0.0147	4.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1482	Shadowfang	999999995	2	99999.9996	99999.9996	35000	34527.62	105105.42	12236.24	0.1052	2.14	0.57	0.2664
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1483	Face Smasher	14239998	4	1423.9998	1423.9998	1427.98	1.88	1425.37	0.61	-0.0003	9	0.07	0.0078
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1484	Witching Stave	17999997	5	1799.9997	1799.9997	1850	181.9	1743.42	68.66	-0.015	9.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1486	Tree Bark Jacket	74979992	3	7497.9992	7497.9992	9298	818.78	7796.21	369.3	-0.0174	5.79	0.07	0.0121
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1488	Avenger's Armor	263710131	3	26371.0131	26371.0131	36203.97	6566.06	24077.82	1136.37	-0.0442	3.71	0.07	0.0189
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1491	Ring of Precision	0	0	0	0	62499	3464.62	55950.38	1177.86	-0.0101	3.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1498	Calico Gloves	0	0	0	0	30	0	40	0	0.0286	0.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1499	Calico Pants	0	0	0	0	1208.22	30.89	1207.11	28.14	0.0016	1.64	0.21	0.128
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1501	Calico Tunic	0	0	0	0	1	0	1	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1502	Warped Leather Belt	0	0	0	0	5	0	6.67	0	0.1714	0.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1504	Warped Leather Bracers	0	0	0	0	0	0	0.01	0	190.4762	0.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1506	Warped Leather Gloves	3425733	1	342.5733	342.5733	353.26	61.34	310.14	55.94	-0.0065	2.86	0.29	0.1014
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1510	Heavy Hammer	0	0	0	0	1	0	1	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1512	Crude Battle Axe	0	0	0	0	1	0	1	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1513	Old Greatsword	5631753	1	563.1753	563.1753	569.15	331.51	423.2	156.24	-0.069	2.43	0.29	0.1193
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1514	Rusty Warhammer	0	0	0	0	5	0	5	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1520	Troll Sweat	299999	1	29.9999	29.9999	3.75	315.14	0.38	278.77	-0.2111	18.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1529	Jade	8811	39	0.8811	0.8634	0.64	0.34	0.79	0.34	0.0356	65.29	27.14	0.4157
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1560	Bluegill Sandals	73552946	3	7355.2946	7355.2946	7355.29	8.64	7360.59	5.28	0.0002	4	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1607	Soulkeeper	12499999	2	1249.9999	1249.9999	4499	1454.28	2488.09	1110.39	-0.0532	3.79	0.14	0.0369
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1608	Skullcrusher Mace	199495	24	19.9495	19.9	28.25	5.71	23.39	4.52	-0.0282	34.21	0.07	0.002
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1613	Spiritchaser Staff	477047	5	47.7047	47.7047	40.06	23.34	41.12	23.85	0.0165	9.57	0.29	0.0303
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1624	Skullsplitter Helm	38538215	1	3853.8215	3853.8215	3841	44.93	3833.35	46.04	-0.0004	1.93	0.21	0.1088
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1625	Exquisite Flamberge	139899	6	13.9899	13.9899	19.96	9.49	19.77	7.94	-0.027	19.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1639	Grinning Axe	500000	7	50	50	40.33	17.3	26.54	8.09	-0.0631	17.5	0.14	0.008
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1640	Monstrous War Axe	300000	5	30	30	51.98	21.41	24.25	17.18	-0.0637	11.5	0.36	0.0313
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1645	Moonberry Juice	681	45	0.0682	0.0668	0.02	0.03	0.06	0.02	0.1438	191.86	2.93	0.0153
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1659	Engineering Gloves	0	0	0	0	25140.83	697.67	25741.43	71.18	0.0049	0.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1677	Drake-Scale Vest	24460993	2	2446.0993	2446.0993	2446.1	158.36	2514.53	60.41	0.0099	4.86	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1678	Black Ogre Kickers	35499991	2	3549.9991	3549.9991	3554.27	547.87	3375.31	548.91	-0.0015	6.14	0.07	0.0114
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1685	Troll-Hide Bag	1968195	1	196.8195	196.8195	601.4	658.58	101.42	559.33	-0.1229	3.29	0.07	0.0213
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1705	Lesser Moonstone	985	68	0.0985	0.096	0.09	0.04	0.15	0.03	0.0628	115.57	17.07	0.1477
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1707	Stormwind Brie	0	0	0	0	1.28	18.38	11.02	16.2	0.0035	3.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1708	Sweet Nectar	8600	23	0.86	0.86	0.86	13.53	14.07	11.88	0.1403	15.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1710	Greater Healing Potion	9000	42	0.9	0.89	0.2	0.33	0.62	0.26	0.1442	74.71	9.79	0.131
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1711	Scroll of Stamina II	199500	5	19.95	19.95	23	18.24	30.39	18.51	0.0413	23.07	0.57	0.0247
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1712	Scroll of Versatility II	852152	1	85.2152	85.2152	175.56	83.98	125.69	74.81	-0.0083	1.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1713	Ankh of Life	1499981	3	149.9981	149.9981	250	87.71	119.23	31.68	-0.076	6.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1714	Necklace of Calisea	0	0	0	0	29.9	317.18	677.04	121.66	0.1986	1.29	0.07	0.0543
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1715	Polished Jazeraint Armor	8719999	6	871.9999	871.9999	875.32	422.66	975.83	427.73	0.024	4.79	0.07	0.0146
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1716	Robe of the Magi	8604999	5	860.4999	860.4999	1952.88	645.81	1266.05	540.69	-0.0311	8.86	0.14	0.0158
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1717	Double Link Tunic	70910884	1	7091.0884	7091.0884	5061.65	1231.13	6745.48	268.47	0.0565	2.71	1.36	0.5018
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1718	Basilisk Hide Pants	20622640	3	2062.2641	2062.2641	1949.64	1079.49	2434.27	387.95	0.124	4.79	0.07	0.0146
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1720	Tanglewood Staff	9009995	2	900.9995	900.9995	280	60.43	388.69	19.9	0.0443	1.43	0.07	0.049
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1721	Viking Warhammer	1745000	2	174.5	174.5	377.53	92.01	275.47	76.79	-0.0241	2.86	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1722	Thornstone Sledgehammer	5009581	1	500.9581	500.9581	500.96	312.16	958.1	219.76	0.0899	1.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1725	Large Knapsack	74999	4	7.4999	7.4999	10.15	6.96	14.58	6.88	0.037	4.36	0.71	0.1628
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1726	Poison-Tipped Bone Spear	3456586	2	345.6586	345.6586	149.36	206.13	111.56	92.34	-0.1124	7.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1727	Sword of Decay	499999997	2	49999.9998	49999.9998	25561	3685.01	27955.26	2824.54	0.0203	4.5	0.07	0.0156
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1728	Teebu's Blazing Longsword	4999990000	1	499999	499999	300000	422177.08	455993	400734.52	-0.0039	1.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1730	Worn Mail Belt	0	0	0	0	4	0	5.33	0	0.2143	0.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1731	Worn Mail Boots	0	0	0	0	31000	0	31014	0	0	0.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1737	Worn Mail Vest	1550907	2	155.0907	155.0907	153.11	72.15	110.62	66.19	-0.0112	2.07	0.07	0.0338
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1739	Laced Mail Boots	363380	1	36.338	36.338	36.34	0	48.45	0	0.0236	0.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1744	Laced Mail Shoulderpads	0	0	0	0	4	2.27	0.04	0.91	-0.1468	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1746	Linked Chain Belt	0	0	0	0	33.61	0	33.61	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1747	Linked Chain Boots	0	0	0	0	107.45	7.55	112.41	5.84	0.0096	2.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1748	Linked Chain Bracers	0	0	0	0	100	0	100	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1749	Linked Chain Cloak	0	0	0	0	80.25	46.77	0.1	37.4	-0.4679	0.5	0.07	0.14
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1750	Linked Chain Gloves	0	0	0	0	102.34	0	102.34	0	0	1	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1751	Linked Chain Pants	0	0	0	0	156.71	0	156.71	0	0	0.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1752	Linked Chain Shoulderpads	0	0	0	0	80.35	0.43	84.78	0.29	0.0042	0.57	0.07	0.1228
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1753	Linked Chain Vest	0	0	0	0	356.38	0	356.38	0	0	0.14	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1754	Reinforced Chain Belt	0	0	0	0	220.49	179.43	45	77.4	-0.159	0.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1755	Reinforced Chain Boots	0	0	0	0	1	0	1	0	0	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1757	Reinforced Chain Cloak	0	0	0	0	55	63.33	2.03	33.32	-0.2508	0.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1758	Reinforced Chain Gloves	0	0	0	0	1	0	1	0	0	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1760	Reinforced Chain Shoulderpads	0	0	0	0	30	4.04	26.5	2.71	-0.051	0.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1761	Reinforced Chain Vest	0	0	0	0	35	55.71	26.25	23.03	-0.1304	0.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1764	Canvas Shoes	0	0	0	0	0.55	112.03	280.18	105.41	0.1517	0.57	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1767	Canvas Gloves	0	0	0	0	767.44	791.26	2000	223.18	0.2019	0.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1768	Canvas Pants	0	0	0	0	5	0	5	0	0	0.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1769	Canvas Shoulderpads	100000	1	10	10	6	4.47	12.4	2.53	-0.5455	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1772	Brocade Shoes	0	0	0	0	98.76	1	101.49	0.58	0.003	1	0.07	0.07
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1774	Brocade Cloak	0	0	0	0	41.24	28.96	54.99	0	0.8608	0.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1775	Brocade Gloves	0	0	0	0	155.39	3.94	153.88	3.96	-0.0003	2	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1776	Brocade Pants	0	0	0	0	173.09	4.47	176.61	2.31	0.0041	2.79	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1777	Brocade Shoulderpads	0	0	0	0	55	38.91	1.5	15.34	-0.1827	1.71	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1778	Brocade Vest	58961447	1	5896.1447	5896.1447	50.9	2206	2420.58	1917.19	0.2111	6.36	0.43	0.0676
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1780	Cross-Stitched Sandals	0	0	0	0	612	271.16	228.75	197.97	-0.0725	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1782	Cross-Stitched Cloak	0	0	0	0	10	0	10	0	0	0.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1783	Cross-Stitched Gloves	0	0	0	0	657.38	361.13	302.23	294.95	-0.0456	1.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1784	Cross-Stitched Pants	0	0	0	0	116.39	56.73	31.92	39.37	-0.0892	1.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1786	Cross-Stitched Vest	1309399	1	130.9399	130.9399	104.75	553.23	244.3	552.97	-0.0141	3.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1793	Patched Leather Shoulderpads	0	0	0	0	5	0	5	0	0	0.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1794	Patched Leather Jerkin	3113	1	0.3113	0.3113	0.31	0	0.42	0	2.7534	0.07	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1795	Rawhide Belt	0	0	0	0	63.52	26.4	59.38	23.12	0.0189	2.71	0.21	0.0775
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1796	Rawhide Boots	0	0	0	0	68.61	9.24	67.11	7.02	0.0068	1.93	0.14	0.0725
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1797	Rawhide Bracers	0	0	0	0	53.57	59.82	0.05	25.8	-0.4714	0.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1798	Rawhide Cloak	0	0	0	0	82.6	46.81	2.25	34.01	-0.2472	1.07	0.21	0.1963
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1799	Rawhide Gloves	0	0	0	0	394.09	0	394.09	0	0	0.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1801	Rawhide Shoulderpads	0	0	0	0	167.52	98.11	7.5	79.33	-0.1512	1.36	0.21	0.1544
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1802	Rawhide Tunic	0	0	0	0	156.67	0	156.67	0	0	0.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1804	Tough Leather Boots	0	0	0	0	14.95	0.03	14.92	0.02	-0.001	0.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1805	Tough Leather Bracers	0	0	0	0	14.95	0.03	14.92	0.02	-0.001	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1806	Tough Cloak	0	0	0	0	142.71	65.11	24.97	29.72	-0.1076	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1808	Tough Leather Pants	0	0	0	0	3.5	95.17	2.25	39.29	-0.1664	0.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1810	Tough Leather Armor	0	0	0	0	12.5	0	12.5	0	0	0.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1811	Blunt Claymore	0	0	0	0	197.62	133.98	180.88	100.58	0.1098	0.64	0.07	0.1094
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1813	Chipped Quarterstaff	100000	1	10	10	0	0	0	0	0	0	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1814	Battered Mallet	1000	1	0.1	0.1	199	0	199	0	0	0.43	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1816	Unbalanced Axe	0	0	0	0	200.75	87.21	264.45	57.77	0.0756	0.86	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1818	Standard Claymore	0	0	0	0	206.8	228.98	1.5	35.28	-0.179	0.5	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1819	Gouging Pick	0	0	0	0	307	127.05	212.22	110.3	-0.0162	3.71	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1820	Wooden Maul	0	0	0	0	117.48	0	117.48	0	0	0.71	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1821	Warped Blade	0	0	0	0	100	8.24	98.63	8.66	-0.0015	1.43	0.07	0.049
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1822	Cedar Walking Stick	0	0	0	0	392.97	191.83	88.27	123.15	-0.0999	3.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1823	Bludgeoning Cudgel	0	0	0	0	172.75	126.69	1.49	51.48	-0.1914	1.86	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1824	Shiny War Axe	0	0	0	0	38.33	0	38.33	0	0	1.21	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1825	Bulky Bludgeon	0	0	0	0	35	24.04	46.67	8.2	-0.9999	0.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1826	Rock Maul	0	0	0	0	171.75	1.65	170.58	1.24	-0.0013	1	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1827	Meat Cleaver	0	0	0	0	2210.02	1481.62	0.75	735.12	-0.1587	2.64	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1828	Stone War Axe	0	0	0	0	66.34	59.45	0.87	43.33	-0.141	2.21	0.07	0.0317
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1829	Short Cutlass	0	0	0	0	1	0	1	0	0	0.14	0.07	0.5
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1830	Long Bastard Sword	0	0	0	0	397.16	382.55	41.25	165	-0.1693	0.36	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1836	Dirty Leather Bracers	3410742	1	341.0742	341.0742	340.38	4.5	337.72	4.46	-0.0007	1.29	0	0
EU - Draenor / Alliance	03/14/2017 17:09:36	03/14/2017	N/A	1843	Tanned Leather Belt	0	0	0	0	115.82	5.87	104.39	1.66	-0.0099	1.21	0	0
